case,fold,category,id1,id2,target,q_ce,q_llm,name1,name2
label0_models_say_match,fold_03,Продукты питания,120259101669,51539633891,0,0.954,0.991,лебо / арабика кофе lebo extra жареный в зернах 1 кг.,"кофе жареный в зернах ""lebo extra"" 1000 гр арабика 100%. натуральный."
label0_models_say_match,fold_03,Бытовая техника,618475381624,395137010100,0,0.953,0.991,встраиваемая электрическая варочная панель krona vento 60 iv b,"krona индукционная варочная панель vento 60 iv b, слоновая кость"
label0_models_say_match,fold_02,Спорт и отдых,678604863041,670014931381,0,0.956,0.988,"камера kenda, 26x2.125-2.35"", 32мм, schrader","kenda камера kenda, 26x2.125-2.35"", 32мм, schrader"
label0_models_say_match,fold_02,Канцелярские товары,755914304526,266288064258,0,0.974,0.97,"brauberg комплект 12 шт, клей канцелярский двусторонний brauberg, 45 мл, с узким и широким аппликаторами, 227534","клей канцелярский двусторонний brauberg, комплект 12 штук, 45 мл, с узким и широким аппликаторами, 227534"
label0_models_say_match,fold_04,Продукты питания,103079221750,317827687348,0,0.973,0.971,увелка крупа перловая в пакетах для варки 5х80гр/5 шт,увелка / крупа перловая увелка в варочных пакетиках 80 г х 5 шт
label0_models_say_match,fold_02,Спорт и отдых,25769944432,128849048494,0,0.951,0.993,набор щеток stg yc798 (4 шт.),набор щеток для чистки велосипеда stg yc798 (4 штуки)
label0_models_say_match,fold_02,Электроника,360777257808,807454005667,0,0.949,0.995,"тонер-картридж nicom 106r02762 совместимый, желтый для xerox phaser 6020, 6022, workcentre 6025, 6027","картридж 106r02762 для phaser 6020/6022/6025/6027, желтый"
label0_models_say_match,fold_02,Бытовая техника,223338368762,42949698249,0,0.95,0.994,tefal / утюг fv9845 ultimate pure,ultimate pure fv9845 паровой утюг для удаления накипи
label0_models_say_match,fold_04,Детские товары,730144464411,352187432727,0,1.0,0.944,dominata / новогодняя мозаика для малышей,"мозаика ""нарядная ёлочка"", размер 17 х 12,5 х 2 см, кружок: 1,8 см, звезда: 2,4 см"
label0_models_say_match,fold_04,Канцелярские товары,549755913545,618475305691,0,0.952,0.992,"disney / блокнот а6, 32 листа на скрепке эльза. холодное сердце, 1 шт","блокнот на скрепке ""эльза"" холодное сердце, 32 листа, а6"
label0_models_say_match,fold_03,Мебель,266288070850,841813649856,0,0.947,0.997,стеллаж мэрдэс су (ш3в2)+6фг венге/карамель,"мэрдэс стеллаж су(ш3в2)+6фг кв карамель/венге, 145х34х216 см"
label0_models_say_match,fold_04,Строительство и ремонт,575525666294,566935788878,0,0.953,0.99,раковина 41 см grossman gr-3018,раковина-чаша grossman 41 gr-3018 белая
label0_models_say_match,fold_03,Бытовая техника,420906873738,764504338433,0,0.964,0.979,ресанта / радиатор масляный 1 квт до 15 кв. м. омпт-5н 67/3/2,масляный радиатор ресанта омпт- 5н 67/3/2
label0_models_say_match,fold_03,Продукты питания,231928381524,188978609775,0,0.945,0.997,мюсли 4 life хрустящие с клубникой 350г,мюсли 4life хрустящие strawberry клубничные 350гр
label0_models_say_match,fold_02,Бытовая техника,257698097932,17179929030,0,0.954,0.987,плита газовая лада nova rg 24042 w белый (полный г/к),плита газовая лада nova rg 24042 w белый (новая)
label0_models_say_match,fold_04,Аптека,601295433499,386547116041,0,0.969,0.972,лозартан таблетки п/о плен. 100мг 30шт,"лозартан, таблетки покрыт. плен. об. 100 мг (озон), 30 шт."
label0_models_say_match,fold_03,Бытовая химия,429496806737,231928305953,0,0.946,0.995,мелодия / освежители воздуха горный объем - 300 мл.,"освежитель воздуха аэрозольный 300 мл мелодия ""горный"", 601904"
label0_models_say_match,fold_03,Дом и сад,730144442005,687194854276,0,0.994,0.948,"пинцет для удаления костей из рыбы ""премиум"", 12 х 3 х 1.5 см","теропром пинцет для удаления костей из рыбы ""премиум"", 12 х 3 х 1.5 см"
label0_models_say_match,fold_01,Бытовая техника,429496826322,240518304703,0,0.967,0.974,"соковыжималка куряночка (садовая) свпп-201 без шинковки, 250вт, г.курск",спектр-прибор / соковыжималка куряночка свпп-201 без шинковки
